Demo,,,目標設定,目標設定,目標設定,實際作為,實際作為,供應鏈管理,,2030年溫室氣體絕對減量目標,,,,2030年再生能源使用率目標,,,2030年能源效率進步目標,2024年再生能源使用率,2022-2024年能源效率進步率,範疇三及減量策略
統一編號,公司,產業類別,2030年溫室氣體絕對減量目標,2030年再生能源使用率目標,2030年能源效率進步目標,2024年再生能源使用率,2022-2024年能源效率進步率,範疇三及減量策略,>> Data,是否設定中期溫室氣體絕對減量目標,中期減量目標年設定,中期溫室氣體絕對減量目標值（百分比）,中期減量基準年設定,再生能源目標年設定,再生能源目標值（百分比）,是否取得RE100認證？,年節電率目標,再生能源使用佔總發電量（百分比）,22-24 能效進步率,範疇三（值）,是否設定範疇三減量目標,範疇三減量目標實際作為
11384806,長春石油化學股份有限公司,石化業,0,0,2,0,3,1,,TRUE,2030,0.3,2021,,,FALSE,0.015,0.0349,0.1378964163,5232000
12800225,群創光電股份有限公司,光電業,0,1,1,0,0,1,,TRUE,2030,25,2020,2030,0.2,FALSE,0.01,0.0128,-0.03097230327,2876000,True,低碳製程轉型、供應商參與減碳、資源循環回收
84149738,友達光電股份有限公司,光電業,0,2,3,1,0,1,,TRUE,2030,0.42,2021,2030,0.3,TRUE,0.3,0.0667,-0.0751648203,4631035.07,True,原物料減碳、原燃物料減碳、產品使用能耗改善
47217677,聯華電子股份有限公司,半導體業,0,2,3,3,0,1,,TRUE,2030,42,2020,2030,0.5,TRUE,0.3,0.171,,1713507,True,原物料碳足跡盤查及減量、推動低碳供應鏈專案、降低非必要的資本支出
12233428,大連化學工業股份有限公司,石化業,0,0,0,0,0,1
33085508,正隆股份有限公司,造紙業,0,2,1,0,3,1,,TRUE,2030,20,2018,NA,NA,FALSE,0.01,0.0004,0.03273116066,376792.7,True,供應商碳盤查輔導、綠色採購、低碳物流
28518076,台灣美光記憶體股份有限公司,半導體業,0,2,0,1,0,1,,TRUE,2030,0.42,2020,2025,1,,,0.09
11384708,長春人造樹脂廠股份有限公司,石化業,0,0,0,0,0,1
80353271,台灣美光晶圓科技股份有限公司,半導體業,0,0,0,0,0,1
03084741,中國石油化學工業開發股份有限公司,石化業,0,2,1,0,0,1,,TRUE,2030,0.5,2005,NA,NA,FALSE,0.01,0.0037,-0.2316174767,1356334
75280209,東和鋼鐵企業股份有限公司,鋼鐵業,0,2,3,0,1,1,,TRUE,2030,30,2005,2030,0.3,FALSE,NA,0.0308,0.01958030868,1584014,False,與供應商簽署協同減碳協議書、舉辦溫室氣體減碳說明會及盤查工作坊、將氣候相關責任納入供應廠商評估基準表
34202841,榮成紙業股份有限公司,造紙業,0,2,3,0,3,1,,TRUE,2030,20,2022,NA,NA,FALSE,NA,0.0033,0.08271140205,1196371.66,True,執行綠色採購、主要供應商簽署環保承諾、推動廢棄物資源再利用
94025264,中華紙漿股份有限公司,造紙業,0,2,3,3,0,1,,TRUE,2030,30,2018,2030,0.6,FALSE,NA,0.2928,,26780
55389357,豐興鋼鐵股份有限公司,鋼鐵業,0,2,1,0,3,1,,TRUE,2030,25,2018,NA,NA,FALSE,0.01,0.0113,0.04737433298,119844.48
86871981,潤泰精密材料股份有限公司,水泥業,0,2,1,0,0,1,,TRUE,2030,15,2023,NA,NA,FALSE,0.01,0,-0.2124632722,NA,False
84149358,世界先進積體電路股份有限公司,半導體業,0,2,1,0,3,1,,TRUE,2030,45,2021,2040,1,TRUE,0.01,0.012,0.09496974299,228828.73,True,鼓勵供應商完成ISO查證、輔導供應商進行減碳、採用低碳原物料
27719048,永豐餘工業用紙股份有限公司,造紙業,0,2,2,2,0,1,,TRUE,2030,16,2021,2030,0.6,TRUE,0.015,0.1,,NA
40601248,幸福水泥股份有限公司,水泥業,0,2,1,3,0,1,,TRUE,2030,,,NA,NA,FALSE,0.01,NA,-0.05045735134,40511.71,False
11914002,台灣玻璃工業股份有限公司,非金屬製品加工業,0,2,3,0,0,1,,FALSE,NA,NA,NA,NA,NA,FALSE,NA,0.0251,-0.1129528694,242756.39,False
03279507,信大水泥股份有限公司,水泥業,0,2,1,0,3,1,,TRUE,2045,50,2022,NA,NA,FALSE,0.01,0.0112,0.1184944323,27567.3,False,循環經濟資源再利用、綠色採購
28112667,力晶積成電子製造股份有限公司,半導體業,0,2,1,0,3,1,,TRUE,2027,12,2020,2030,0.3,FALSE,0.01,0.0103,0.2869612945,214549,True,供應鏈在地採購、推動綠色採購、與價值鏈夥伴議合
03522600,遠東新世紀股份有限公司,石化業,0,2,2,2,0,1,,TRUE,2030,50,2020,NA,NA,FALSE,0.015,0.14,-0.1079999539,11289000,True,採用低碳替代原料、低碳燃料替代、供應商議合
55991080,矽品精密工業股份有限公司,半導體業,0,2,3,3,0,1,,TRUE,2030,58.8,2016,NA,NA,FALSE,0.02,0.2268,,814692.17,True,發展低碳供應鏈、申請碳權、參與產業總量管制訂定
11072509,三福氣體股份有限公司,石化業,0,0,0,0,0,1
22099456,聯亞科技股份有限公司,石化業,0,0,0,0,0,1
76027628,日月光半導體製造股份有限公司,半導體業,0,2,3,3,0,1,,TRUE,2030,58.8,2016,2050,1,FALSE,0.02,0.192,,18067529
68387705,奇美實業股份有限公司,石化業,0,1,3,0,3,1,,TRUE,2030,42,2021,2035,0.25,FALSE,NA,0,0.04953530143,4164040.87,True,推廣客戶使用生質基原料、推廣碳手印理念、導入碳捕捉再利用
23535435,欣興電子股份有限公司,電子業,0,2,3,0,0,1,,TRUE,2030,30,2020,2030,NA,FALSE,NA,0,,231397.69,,回收再利用(包材/金鹽/銅)、提升運輸效率
23218395,燁聯鋼鐵股份有限公司,鋼鐵業,0,0,0,0,0,1
16096804,南亞電路板股份有限公司,電子業,0,2,3,0,3,1,,TRUE,2030,25,2020,2026,NA,FALSE,0.02,0.001,0.3462958447,NA,True,建立廠區支援生產、視訊會議、出差共乘制度
04212250,國喬石油化學股份有限公司,石化業,0,2,1,0,2,1,,TRUE,2030,0.4,2020,NA,NA,FALSE,0.01,0,0.02006489142,760630,,執行供應商溫室氣體盤查、推動綠色採購、要求關鍵供應商執行碳中和
89390656,南亞科技股份有限公司,半導體業,0,1,3,0,3,1,,TRUE,2030,25,2020,2030,0.25,FALSE,NA,0.039,0.2537844074,817588,True,主要排放源來自價值鏈上游購買的商品與服務、協助供應商進行節能減碳相關專案、加入SBTi科學減碳目標倡議
04388145,台灣康寧顯示玻璃股份有限公司,非金屬製品加工業,0,2,3,3,0,1,,TRUE,2028,30,2021,2030,NA,FALSE,NA,NA,,NA,True,供應商碳排數據蒐集計畫、優化物流運輸路線、推動供應商去碳化
03795101,台灣肥料股份有限公司,石化業,0,2,2,0,3,1,,TRUE,2030,0.46,2024,NA,NA,FALSE,0.015,0,0.09603160061,NA,False
07066907,中國人造纖維股份有限公司,石化業,0,2,3,0,0,1,,TRUE,2030,0.06,2024,NA,NA,FALSE,NA,0,-0.3327773743,NA,False
15395706,義芳化學工業股份有限公司,石化業,0,0,0,0,0,1
22099218,華邦電子股份有限公司,半導體業,0,2,3,1,3,1,,TRUE,2030,42,2023,2030,0.5,FALSE,0.15,0.059,0.0900872974,405474,True,低碳運輸、推動供應鏈減碳、產品碳足跡盤查
70584724,艾杰旭顯示玻璃股份有限公司,非金屬製品加工業,0,0,0,0,0,1
22522453,亞東工業氣體股份有限公司,石化業,0,0,0,0,0,1
22099548,旺宏電子股份有限公司,半導體業,0,2,3,0,3,1,,TRUE,2030,,2023,2025,NA,FALSE,NA,0.0191,0.2612987456,204910.05,True,盤查範疇三排放量、評估價值鏈排放量貢獻、客戶要求旺宏積極減碳
80354671,慶欣欣鋼鐵股份有限公司,鋼鐵業,0,0,0,0,0,1
14057995,東聯化學股份有限公司,石化業,0,1,2,0,1,1,,TRUE,2030,35,2021,2032,0.1,FALSE,0.015,0.018,0.01273223178,530692.04,True,汰換老舊運輸車輛、推動交通車共乘與提早發車、推動綠色採購
22318678,亞東石化股份有限公司,石化業,0,0,0,0,0,1
16082267,力成科技股份有限公司,半導體業,0,1,1,0,3,1,,TRUE,2030,15,2020,2030,0.15,FALSE,0.01,0.0343,0.03383524833,263504.04,True,攜手供應商減碳行動、製造業以大帶小低碳轉型計畫、進行組織型溫室氣體盤查
35412204,華新麗華股份有限公司,鋼鐵業,0,2,2,3,3,1,,TRUE,2030,,2014,NA,NA,FALSE,0.015,0.2256,0.09218874761,2423215.23,True,成立華新麗華低碳聯盟、要求供應商簽署經營管理承諾書、輔導高風險供應商改善
07435515,新光合成纖維股份有限公司,紡織業,0,2,3,0,0,1,,FALSE,NA,NA,2021,NA,NA,FALSE,0.02,0.0167,,NA,False,推動衣to衣循環回收、使用環保聚酯(r-PET)、推動低碳物流合作機制
22507241,京元電子股份有限公司,半導體業,0,1,2,0,3,1,,TRUE,2030,15,2022,2030,0.2,FALSE,0.015,0.0199,0.2022066511,503695.24,True,輔導供應商進行碳足跡盤查、評估低碳包材使用
79254702,協勝發鋼鐵廠股份有限公司,鋼鐵業,0,0,0,0,0,1
16450500,瀚宇彩晶股份有限公司,光電業,0,2,1,0,3,1,,TRUE,2030,30,2020,2030(特定產線),1,FALSE,0.01,0.0236,0.1520616596,114186.8,True,推動供應商碳盤查與目標管理、強化減碳能力建構與資源共享、促進再生能源使用
07838854,中鴻鋼鐵股份有限公司,鋼鐵業,0,2,2,0,0,1,,TRUE,2030,25,2018,NA,NA,FALSE,0.015,0.0077,,3437849.64,,綠色產品開發降低下游加工耗能、要求供應商提供碳足跡、使用再生材原料
69771636,威致鋼鐵工業股份有限公司,鋼鐵業,0,2,1,0,3,1,,TRUE,2030,8.4,NA,2025,NA,FALSE,0.01,0,0.09346324484,NA,False
70785139,景碩科技股份有限公司,電子業,0,1,2,0,3,1,,TRUE,2030,NA,2022,2025,0.1,FALSE,0.015,0.00918,0.1511594734,134382.33,True,綠色供應鏈管理、提高在地採購比例、推動產品廢棄物轉製輔助燃料棒
42818882,林園先進材料科技股份有限公司,石化業,0,0,0,0,0,1
89406518,台塑勝高科技股份有限公司,半導體業,0,1,3,0,3,1,,TRUE,2025,12.5,2020,2030,0.25,FALSE,0.05,0,0.1121773823,NA,True,低碳供應鏈合作、原物料供應商優先請購、訂定長期供貨合約
16130042,南茂科技股份有限公司,半導體業,0,1,2,0,3,1,,TRUE,2030,20,2021,2030,0.2,FALSE,0.0197,0.0057,0.03699294353,105286.77,True,員工交通車行駛路線整併、推動製程氮氣減排計畫、包材循環使用
16432742,凌巨科技股份有限公司,光電業,0,2,2,0,0,1,,TRUE,2030,0.38,2022,2025,NA,FALSE,0.015,0,,89.04
39054405,李長榮化學工業股份有限公司,石化業,0,1,3,0,0,1,,TRUE,2030,42,2021,2030,0.15,FALSE,0.08,0.0126,,NA,False,推動低碳原料、生質材料認證(ISCC PLUS)、供應商節能轉型
33955322,力鵬企業股份有限公司,石化業,0,2,3,3,0,1,,FALSE,,,,NA,NA,FALSE,NA,NA,-0.09141226154,NA,False
20844865,台灣苯乙烯工業股份有限公司,石化業,0,2,1,0,3,1,,TRUE,2030,0.3,2018,NA,NA,FALSE,0.01,0.0154,0.04188376657,473564.64,,優先向當地供應商進行採購、推動廢棄物回收再利用
84252697,榮剛材料科技股份有限公司,鋼鐵業,0,2,2,0,0,1,,TRUE,2030,NA,NA,NA,NA,FALSE,0.015,0.0065,-0.04311258554,138550.99,True,供應商碳排調查、廢棄物資源化、使用低碳燃料
14040691,中美和石油化學股份有限公司,石化業,0,0,0,0,0,1
75470524,海光企業股份有限公司,鋼鐵業,0,2,3,0,3,1,,TRUE,2030,6,,NA,NA,FALSE,NA,0.035,0.05129709102,NA,False
28098406,易昇鋼鐵股份有限公司,鋼鐵業,0,0,0,0,0,1
19084015,台灣氯乙烯工業股份有限公司,石化業,0,0,0,0,0,1
27208480,尚承鋼鐵股份有限公司,鋼鐵業,0,0,0,0,0,1
22480876,大立光電股份有限公司,光電業,0,1,3,0,0,1,,TRUE,NA,NA,NA,2028,0.1,FALSE,NA,0,,NA,False
14001199,福懋興業股份有限公司,紡織業,0,2,3,0,0,1,,TRUE,2030,33.8,2019,NA,NA,FALSE,NA,0.0489,,NA,True,與供應商合作開發低碳產品、使用回收材料、推動循環經濟
07663290,力麗企業股份有限公司,石化業,0,2,3,3,0,1,,FALSE,,,,NA,NA,FALSE,NA,NA,-0.05759190938,NA,False
22662355,台灣必成股份有限公司,非金屬製品加工業,0,0,0,0,0,1
16834268,富喬工業股份有限公司,非金屬製品加工業,0,2,3,0,0,1,,FALSE,NA,NA,NA,NA,NA,FALSE,NA,0,-0.006297173364,NA,False
96971313,中鋼鋁業股份有限公司,鋁製造業,0,2,1,0,0,1,,TRUE,2030,25,2018,NA,NA,FALSE,0.01,0.0204,,1646299.11,True,提高回收鋁料使用、開發低碳循環鋁材、推動鋁廢料閉環回收
04401392,華通電腦股份有限公司,電子業,0,2,2,3,0,1,,TRUE,2030,30,2024,2030,0.3,FALSE,0.015,0.331,,107540,True,針對關鍵供應商進行溫室氣體盤查、鼓勵取得ISO 14064-1、持續強化供應鏈管理
75947936,燁輝企業股份有限公司,鋼鐵業,0,2,2,0,3,1,,TRUE,2030,22,,NA,NA,FALSE,0.015,0.0133,0.07820410804,NA,False,推動產品碳足跡盤查活動、擴大再生回收原料使用
28113286,環球晶圓股份有限公司,半導體業,0,2,1,1,3,1,,FALSE,,NA,2019,2040,1,TRUE,0.01,0.06624,0.05367160999,245061.33,True,落實供應商產品碳足跡盤查、邀請供應商響應SBTi、持續追蹤供應商減碳路徑
70752257,穩懋半導體股份有限公司,半導體業,0,2,1,0,0,1,,TRUE,2030,42,2021,2030,0.3,FALSE,0.01,0.00198,0.004914922059,40635,True,聚焦原物料減量、聚焦電力減量、使用低碳原物料及低碳運輸
03553737,台橡股份有限公司,石化業,0,2,3,1,0,1,,TRUE,2030,22.5,2021,2030,0.3,FALSE,NA,0.0755,-0.3134352134,1331675.38,True,推動供應商溫室氣體減量、優化原料供應商採購組合、開發產品碳足跡較低之產品
42010509,羅東鋼鐵廠股份有限公司,鋼鐵業,0,0,0,0,0,1
11917107,台灣聚合化學品股份有限公司,石化業,0,2,2,0,3,1,,TRUE,2030,0.27,2017,2027,NA,FALSE,0.0151,0,0.0919507344,470390,True,供應鏈低碳化轉型輔導計畫、推動塑膠原粒回收計畫、持續進行範疇三盤查與確信
86120031,信昌化學工業股份有限公司,石化業,0,2,3,0,0,1,,TRUE,2030,13,2021,NA,NA,FALSE,NA,0.00001,,308998,False,推動產品碳足跡盤查、購買生命週期評估軟體、供應鏈永續管理
22318516,台灣志氯化學股份有限公司,石化業,0,0,0,0,0,1
80087041,台灣醋酸化學股份有限公司,石化業,0,0,0,0,0,1
16130009,頎邦科技股份有限公司,半導體業,0,2,1,0,3,1,,TRUE,2030,0.23,2021,2030,NA,FALSE,0.01,0.002149,0.08152249655,42578.89,False
55695790,建順煉鋼股份有限公司,鋼鐵業,0,0,0,0,0,1
86119908,中聯資源股份有限公司,非金屬製品加工業,0,2,1,0,0,1,,TRUE,2030,25,2018,2050,1,FALSE,0.01,0.0199,-0.1316595214,311000,False,產品碳足跡盤查暨第三方查證、取得產品碳標籤、推廣低碳產品多元應用
22099110,台灣茂矽電子股份有限公司,半導體業,0,2,1,0,0,1,,TRUE,2030,42,2021,NA,NA,FALSE,0.01,0.0128,,11002.45,False,原物料在地化採購、廢棄物回收再利用、推動綠色辦公
68919301,台南紡織股份有限公司,石化業,0,2,2,0,0,1,,TRUE,2030,11.12,2024,NA,NA,FALSE,0.015,0.00835,-0.02152475902,393327.28,False
22100242,台灣福雷電子股份有限公司,半導體業,0,0,0,0,0,1
16741846,精材科技股份有限公司,電子業,0,1,1,0,3,1,,TRUE,2030,15,2020,2030,0.15,FALSE,0.01,0.000099,0.07186035287,29574,True,將減碳責任延伸至供應鏈、與供應商共同制定減碳計劃、建立綠色供應鏈
23826736,福懋科技股份有限公司,半導體業,0,1,1,0,2,1,,TRUE,2030,25,2020,2030,0.1,FALSE,0.01,0.0308,0.02898957983,74941.75,True,與供應商合作設置再生能源設備、使用再生材料
43295237,集盛實業股份有限公司,紡織業,0,2,3,0,0,1,,FALSE,無,NA,NA,NA,NA,FALSE,NA,0,0.00798971257,22203,False
22327037,永豐餘消費品實業股份有限公司,造紙業,0,2,1,0,0,1,,FALSE,NA,,2018,NA,NA,FALSE,0.01,0.0094,,62323,False,增加綠色採購、申請碳足跡商品、開發低碳綠色產品
20747385,亞洲聚合股份有限公司,石化業,0,2,3,0,3,1,,TRUE,2030,0.27,2017,NA,NA,FALSE,NA,0,0.2001785423,307945,True,貨運上游運輸盤查、國內產品運輸盤查、採購貨物盤查
11686106,華夏海灣塑膠股份有限公司,石化業,0,2,1,0,3,1,,TRUE,2030,0.27,2017,NA,NA,FALSE,0.01,0.0001,0.1565033939,1210077,,蒐集各項廠內循環再生回收料、投入再生製成新品銷售、採購綠色產品
16447610,金居開發股份有限公司,銅製造業,0,2,1,3,0,1,,FALSE,NA,NA,NA,NA,NA,FALSE,0.01,NA,-0.02703358135,NA,False
50301500,廣源造紙股份有限公司,造紙業,0,0,0,0,0,1
47109348,華夏玻璃股份有限公司,非金屬製品加工業,0,0,0,0,0,1
05126366,超豐電子股份有限公司,半導體業,0,2,1,0,0,1,,TRUE,2030,10,2022,NA,NA,FALSE,0.01,0.0086,,27296.9,True,持續推行減廢和回收計劃、綠色產品採購、產品開發導入綠色設計思維
20927014,大統益股份有限公司,食品業,0,2,3,0,3,1,,TRUE,2030,3.3,2022,NA,NA,FALSE,NA,0.0035,0.03505961326,NA,False
85978401,裕鐵企業股份有限公司,鋼鐵業,0,0,0,0,0,1
22822748,聯成鋼鐵股份有限公司,鋼鐵業,0,0,0,0,0,1
22817999,宏遠興業股份有限公司,紡織業,0,1,3,2,0,1,,TRUE,2030,50,2020,2030,0.2,FALSE,NA,0.1422,-0.1616489093,NA,True,積極與供應商合作開發創新綠色產品、持續通過GRS全球回收標準認證、落實豐田式精實研發降低產品碳足跡
61932639,台灣銅箔股份有限公司,銅製造業,0,0,0,0,0,1
49701774,冠軍建材股份有限公司,非金屬製品加工業,0,2,1,3,0,1,,FALSE,NA,NA,NA,2050,1,FALSE,0.01,NA,-0.2359672921,282.14,True,推動廢棄物源頭減量、供應鏈碳足跡盤查、依法落實廢棄物清運及處理
85803825,高雄塑酯化學工業股份有限公司,石化業,0,0,0,0,0,1
05637971,燿華電子股份有限公司,電子業,0,2,1,0,0,1,,TRUE,2030,30,2020,2030,NA,FALSE,0.01,0,-0.04017628279,36406.42,True,持續提升廢棄物轉化率、減少運輸排碳、不使用衝突礦產
75460005,唐榮鐵工廠股份有限公司,鋼鐵業,0,0,1,0,3,1,,TRUE,2030,47,2005,2030,0.08,FALSE,0.01,0.0273,0.04348491679,NA
30974253,台灣石化合成股份有限公司,石化業,0,0,0,0,0,1
23221384,中鋼碳素化學股份有限公司,石化業,0,2,1,0,3,1,,TRUE,2030,5,2018,NA,NA,FALSE,0.0105,0.0104,0.1403790486,10557,False,原料採用管線輸送、包裝材料回收、廢棄物減量
30955404,金像電子股份有限公司,電子業,0,2,2,3,0,1,,TRUE,2030,46.7,2019,2030,0.467,FALSE,0.015,0.3031,-0.1440534341,108730.21,True,異地材料採購、採購數位流程減少紙張
89528054,台灣鋼聯股份有限公司,石化業,0,2,1,1,3,1,,TRUE,2030,34,2012,NA,NA,FALSE,0.01,0.0868,0.04397623842,55992.91
23827741,三義化學工業股份有限公司,石化業,0,0,0,0,0,1
59504506,正新橡膠工業股份有限公司,石化業,0,1,1,0,0,1,,TRUE,2030,22,2019,2030,0.12,FALSE,0.01,0.0038,-0.1655121527,294140.78,False
16631664,艾克爾國際科技股份有限公司,半導體業,0,2,3,0,0,1,,TRUE,2033,55,2022,NA,NA,FALSE,NA,0.033,,2190564,True,簽署合作備忘錄、供應商議合試行計畫、與優先供應商舉行會議
29058640,環球橡膠股份有限公司,石化業,0,0,0,0,0,1
97161348,南中石化工業股份有限公司,石化業,0,0,0,0,0,1
73251209,統一企業股份有限公司,食品業,0,2,1,0,0,1,,TRUE,2030,38,2005,NA,NA,FALSE,0.01,0.000018,-0.08468518206,1481601,True,針對交易金額前20大供應商進行溫室氣體盤查教育訓練、推動產品碳足跡與減碳標籤認證、推動包材減塑與輕量化
84149786,晶元光電股份有限公司,光電業,0,2,3,0,0,1,,TRUE,2032,50.4,2022,2030,0.6,TRUE,0.03,0.0257,,174499.89,True,在地採購措施、舉辦供應商減碳工作坊、回收與重複利用包材
22853994,台灣寶理塑膠股份有限公司,石化業,0,0,0,0,0,1
73252657,統一實業股份有限公司,鋼鐵業,0,2,2,0,0,1,,TRUE,2030,25,2014,NA,NA,FALSE,0.015,0.0089,-0.08156312278,1916438,False
22636630,國巨股份有限公司,電子業,0,1,1,0,3,1,,FALSE,,,,2025,0.2,FALSE,0.01,0.0446,0.07262349251,151614
79837539,盛餘股份有限公司,鋼鐵業,0,2,3,0,3,1,,TRUE,2025,7,2018,NA,NA,FALSE,NA,0.0068,0.09075284642,1130950,False,推動綠色採購、建置碳管理平台、產品碳足跡盤查
28438025,晶兆成科技股份有限公司,半導體業,0,0,0,0,0,1
89004161,華泰電子股份有限公司,電子業,0,0,1,0,0,1,,TRUE,2030,23,2021,2025,0.0272,FALSE,0.01,0.01236,-0.03065178244,61937.25,True,積極建置範疇三碳排資訊平台、擴大供應鏈溫室氣體管理、推動策略供應商減碳
89939090,晉瑜企業股份有限公司,水泥業,0,0,0,0,0,1
22099174,元隆電子股份有限公司,半導體業,0,0,0,0,0,1
04312878,和益化學工業股份有限公司,石化業,0,2,3,0,0,1,,TRUE,2030,1.3,2018-2022,NA,NA,FALSE,NA,0.0018,0.005217110367,86221,True,減少由採購的貨物產生之排放、減少處置廢棄物產生之排放、落實供應商在地採購策略
35082604,中興紡織廠股份有限公司,石化業,0,0,0,0,0,1
38033305,台硝股份有限公司,石化業,0,0,0,0,0,1
16138282,合晶科技股份有限公司,半導體業,0,0,2,0,3,1,,TRUE,2035,14,2023,2030,0.052,FALSE,0.015,0.0122,0.1361752474,2438.85,,發放上游供應鏈溫室氣體排放問卷、參與電動貨車共享運輸
73686632,得力實業股份有限公司,紡織業,0,2,3,0,0,1,,TRUE,2030,50,2018-2022,NA,NA,FALSE,NA,0,-0.1124232593,NA,False
89002500,台灣恩智浦半導體股份有限公司,半導體業,0,2,3,3,0,1,,TRUE,2030,55,2021,2027,0.5,FALSE,NA,0.44,,9756145,True,供應商參與、提升產品效能以減少使用階段能耗、識別較小影響類別的減量機會
54389725,漢磊科技股份有限公司,半導體業,0,2,1,0,3,1,,FALSE,2026,NA,2021,NA,NA,FALSE,0.01,0.0084,0.1755394826,NA,True,要求關鍵供應商遵循從業道德規範、推動在地採購比例提升、對關鍵供應商進行溫室氣體排放調查
03794905,台灣糖業股份有限公司,食品業,0,2,1,1,0,1,,FALSE,NA,NA,NA,NA,NA,FALSE,0.01,0.0898,-0.0235359977,NA,False
53667030,台塑科騰化學有限公司,石化業,0,0,0,0,0,1
27366467,新科光電材料股份有限公司,石化業,0,0,0,0,0,1
85793919,龍慶鋼鐵企業股份有限公司,鋼鐵業,0,0,0,0,0,1
20939460,立安東化工股份有限公司,石化業,0,0,0,0,0,1
75970680,勝一化工股份有限公司,石化業,0,2,3,3,0,1,,TRUE,2030,30,2022,NA,NA,FALSE,NA,0.177,,448964.3,False,擴大產品原物料碳足跡盤查、推行綠色採購計畫、要求供應商簽署社會責任聲明
97173920,李長榮科技股份有限公司,銅製造業,0,1,2,0,3,1,,TRUE,2030,30,2021,2030,0.1,FALSE,0.015,0.0122,0.09586153343,NA,False,使用100%回收銅線作為原料、推動回收銅與環境友善原料應用、廢棄物委託再利用公司處理
43816068,敬鵬工業股份有限公司,電子業,0,2,3,2,0,1,,TRUE,2030,50,2021,2030,0.3,FALSE,0.05,0.1304,-0.124805837,76608.6,True,要求供應商提供碳排放數據、推動綠色供應鏈、降低運輸碳足跡
22554807,先豐通訊股份有限公司,電子業,0,0,0,0,0,1
22101116,華東科技股份有限公司,半導體業,0,2,3,0,0,1,,FALSE,NA,NA,2021,2030,0.3,FALSE,0.03,0.0101,-0.00290392743,18405.13,True,增加廢棄物回收率、推動供應商推行ESG、完成供應鏈碳足跡調查
04380087,合眾紙業股份有限公司,造紙業,0,0,0,0,0,1
05258865,聯華氣體工業股份有限公司,石化業,0,0,0,0,0,1
19004316,華新科技股份有限公司,電子業,0,2,1,0,3,1,,TRUE,2030,15,2021,2050,1,FALSE,0.01,0,0.05357957339,33843.59,True,持續向上下游供應商討論蒐集數據、規劃供應商進行溫室氣體與產品碳足跡盤查、找出減碳熱點並提出減碳方案
